,Area,Item,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020
39281,Norway,"Cereals, Total",1357900.0,1326000.0,1307300.0,743100.0,1323700.0,1239000.0
39475,Oman,"Cereals, Total",5646.0,4889.0,4898.0,4902.0,4940.0,9775.0
39476,Oman,"Cereals, Total",139834.0,129276.0,129465.0,132144.0,132417.0,186241.0
39477,Oman,"Cereals, Total",78950.0,63203.0,63412.0,64777.0,65414.0,182051.0
39856,Pakistan,"Cereals, Total",13961922.0,14087724.0,13928846.0,13735791.0,13893493.0,14082566.0
39857,Pakistan,"Cereals, Total",29424.0,30207.0,31804.0,28872.0,28938.0,30208.0
39858,Pakistan,"Cereals, Total",41081682.0,42555022.0,44299995.0,39658364.0,40205238.0,42540915.0
40170,Palestine,"Cereals, Total",23759.0,23571.0,23695.0,23281.0,23129.0,22784.0
40171,Palestine,"Cereals, Total",21104.0,24491.0,21551.0,21546.0,21907.0,22233.0
40172,Palestine,"Cereals, Total",50142.0,57727.0,51066.0,50162.0,50668.0,50655.0
40391,Panama,"Cereals, Total",159252.0,150493.0,146669.0,148470.0,150981.0,156989.0
40392,Panama,"Cereals, Total",24375.0,29925.0,29554.0,32272.0,32969.0,33742.0
40393,Panama,"Cereals, Total",388183.0,450357.0,433472.0,479139.0,497774.0,529715.0
40619,Papua New Guinea,"Cereals, Total",3831.0,3864.0,3861.0,3822.0,3839.0,3855.0
40620,Papua New Guinea,"Cereals, Total",47481.0,46439.0,46576.0,47221.0,46882.0,46732.0
40621,Papua New Guinea,"Cereals, Total",18190.0,17944.0,17983.0,18048.0,17998.0,18015.0
40917,Paraguay,"Cereals, Total",1709060.0,1641000.0,1621000.0,1673000.0,1763045.0,1791825.0
40918,Paraguay,"Cereals, Total",41489.0,44255.0,44465.0,42257.0,46011.0,47065.0
40919,Paraguay,"Cereals, Total",7090736.0,7262200.0,7207780.0,7069529.0,8112030.0,8433186.0
41353,Peru,"Cereals, Total",1289293.0,1236932.0,1219220.0,1248002.0,1209159.0,1184914.0
41354,Peru,"Cereals, Total",42422.0,41873.0,42164.0,45311.0,43700.0,45629.0
41355,Peru,"Cereals, Total",5469457.0,5179379.0,5140742.0,5654850.0,5284025.0,5406607.0
41725,Philippines,"Cereals, Total",7218289.0,7040630.0,7364502.0,7311944.0,7168317.0,7272793.0
41726,Philippines,"Cereals, Total",35561.0,35290.0,36923.0,36705.0,37379.0,37694.0
41727,Philippines,"Cereals, Total",25669247.0,24846678.0,27191819.0,26838577.0,26794251.0,27413963.0
42141,Poland,"Cereals, Total",7511852.0,7400264.0,7601996.0,7806310.0,7891440.0,7410540.0
42142,Poland,"Cereals, Total",37278.0,40335.0,41996.0,33667.0,36053.0,47048.0
42143,Poland,"Cereals, Total",28002726.0,29849223.0,31924964.0,26281580.0,28450920.0,34865080.0
42585,Portugal,"Cereals, Total",269207.0,257348.0,236552.0,231740.0,226260.0,217780.0
42586,Portugal,"Cereals, Total",46069.0,44224.0,47597.0,48090.0,51440.0,48493.0
42587,Portugal,"Cereals, Total",1240203.0,1138085.0,1125906.0,1114440.0,1163890.0,1056070.0
42819,Puerto Rico,"Cereals, Total",102.0,53.0,60.0,76.0,63.0,66.0
42820,Puerto Rico,"Cereals, Total",30000.0,28302.0,21667.0,25658.0,25079.0,26212.0
42821,Puerto Rico,"Cereals, Total",306.0,150.0,130.0,195.0,158.0,173.0
43011,Qatar,"Cereals, Total",308.0,294.0,275.0,265.0,154.0,214.0
43012,Qatar,"Cereals, Total",58474.0,46837.0,49964.0,87094.0,65649.0,84252.0
43013,Qatar,"Cereals, Total",1801.0,1377.0,1374.0,2308.0,1011.0,1803.0
43349,South Korea,"Cereals, Total",876942.0,858433.0,821756.0,820072.0,806443.0,796116.0
43350,South Korea,"Cereals, Total",68149.0,67927.0,66783.0,66075.0,65384.0,62118.0
43351,South Korea,"Cereals, Total",5976258.0,5831046.0,5487932.0,5418632.0,5272879.0,4945284.0
43665,Moldova,"Cereals, Total",920899.0,923954.0,899764.0,928851.0,906623.0,780710.0
43666,Moldova,"Cereals, Total",23709.0,31973.0,36519.0,36832.0,38590.0,18936.0
43667,Moldova,"Cereals, Total",2183323.0,2954175.0,3285836.0,3421119.0,3498682.0,1478349.0
43939,R�union,"Cereals, Total",,,,,,
43940,R�union,"Cereals, Total",,,,,,
43941,R�union,"Cereals, Total",,,,,,
44377,Romania,"Cereals, Total",5455244.0,5480496.0,5191407.0,5261270.0,5572530.0,5611260.0
44378,Romania,"Cereals, Total",35439.0,39713.0,52277.0,59972.0,54575.0,34527.0
44379,Romania,"Cereals, Total",19332821.0,21764816.0,27138884.0,31552790.0,30411970.0,19373760.0
44766,Russia,"Cereals, Total",42832721.0,44421992.0,44248215.0,41985543.0,43431926.0,44754685.0
44767,Russia,"Cereals, Total",23917.0,26508.0,29672.0,26161.0,27141.0,29056.0
44768,Russia,"Cereals, Total",102444492.0,117753222.0,131294322.0,109838123.0,117876704.0,130037708.0
45030,Rwanda,"Cereals, Total",424571.0,453297.0,493965.0,496074.0,506901.0,516388.0
45031,Rwanda,"Cereals, Total",14458.0,14640.0,12852.0,14338.0,14464.0,14592.0
45032,Rwanda,"Cereals, Total",613825.0,663617.0,634848.0,711287.0,733170.0,753504.0
45385,Saint Lucia,"Cereals, Total",,,,,,
45386,Saint Lucia,"Cereals, Total",,,,,,
45387,Saint Lucia,"Cereals, Total",,,,,,
45583,Saint Vincent and the Grenadines,"Cereals, Total",32.0,35.0,40.0,37.0,32.0,29.0
45584,Saint Vincent and the Grenadines,"Cereals, Total",242188.0,247429.0,282250.0,278378.0,281250.0,292414.0
45585,Saint Vincent and the Grenadines,"Cereals, Total",775.0,866.0,1129.0,1030.0,900.0,848.0
45886,Sao Tome and Principe,"Cereals, Total",405.0,382.0,285.0,464.0,544.0,339.0
45887,Sao Tome and Principe,"Cereals, Total",20321.0,20105.0,20211.0,20280.0,20184.0,20088.0
45888,Sao Tome and Principe,"Cereals, Total",823.0,768.0,576.0,941.0,1098.0,681.0
46106,Saudi Arabia,"Cereals, Total",289608.0,277005.0,265188.0,261370.0,257305.0,242983.0
46107,Saudi Arabia,"Cereals, Total",55828.0,54409.0,56335.0,49002.0,49078.0,48604.0
46108,Saudi Arabia,"Cereals, Total",1616813.0,1507153.0,1493943.0,1280769.0,1262801.0,1180993.0
46387,Senegal,"Cereals, Total",1563993.0,1135676.0,1704719.0,1757142.0,1729125.0,1998542.0
46388,Senegal,"Cereals, Total",13761.0,15732.0,14762.0,16443.0,16013.0,18216.0
46389,Senegal,"Cereals, Total",2152246.0,1786622.0,2516465.0,2889218.0,2768798.0,3640545.0
46706,Serbia,"Cereals, Total",1766780.0,1766713.0,1718505.0,1721071.0,1707342.0,1748752.0
46707,Serbia,"Cereals, Total",47873.0,61659.0,39675.0,61316.0,61272.0,65601.0
46708,Serbia,"Cereals, Total",8458145.0,10893437.0,6818156.0,10552897.0,10461255.0,11472036.0
47025,Serbia and Montenegro,"Cereals, Total",,,,,,
47026,Serbia and Montenegro,"Cereals, Total",,,,,,
47027,Serbia and Montenegro,"Cereals, Total",,,,,,
47370,Sierra Leone,"Cereals, Total",736751.0,901418.0,898882.0,1279550.0,713530.0,717229.0
47371,Sierra Leone,"Cereals, Total",13397.0,10923.0,11408.0,8118.0,15193.0,16317.0
47372,Sierra Leone,"Cereals, Total",987060.0,984599.0,1025442.0,1038738.0,1084057.0,1170307.0
47957,Slovakia,"Cereals, Total",749217.0,753845.0,717472.0,743140.0,769120.0,747320.0
47958,Slovakia,"Cereals, Total",50796.0,64304.0,48560.0,54097.0,53360.0,61298.0
47959,Slovakia,"Cereals, Total",3805712.0,4847544.0,3484061.0,4020160.0,4104050.0,4580900.0
48353,Slovenia,"Cereals, Total",100003.0,99384.0,99498.0,98330.0,98760.0,101380.0
48354,Slovenia,"Cereals, Total",62839.0,64646.0,55400.0,60719.0,65031.0,73927.0
48355,Slovenia,"Cereals, Total",628408.0,642479.0,551216.0,597050.0,642250.0,749470.0
48488,Solomon Is.,"Cereals, Total",1457.0,1415.0,1436.0,1436.0,1429.0,1434.0
48489,Solomon Is.,"Cereals, Total",18792.0,19364.0,19102.0,19046.0,19174.0,19142.0
48490,Solomon Is.,"Cereals, Total",2738.0,2740.0,2743.0,2735.0,2740.0,2745.0
48678,Somalia,"Cereals, Total",447104.0,280701.0,344561.0,330709.0,353929.0,354266.0
48679,Somalia,"Cereals, Total",5938.0,5074.0,5070.0,7092.0,5208.0,5003.0
48680,Somalia,"Cereals, Total",265481.0,142414.0,174691.0,234527.0,184325.0,177226.0
49042,South Africa,"Cereals, Total",3362325.0,2667709.0,3307689.0,3031436.0,3086586.0,3372793.0
49043,South Africa,"Cereals, Total",35416.0,38212.0,57020.0,49388.0,43166.0,54072.0
49044,South Africa,"Cereals, Total",11908002.0,10193885.0,18860592.0,14971803.0,13323672.0,18237226.0
49297,South Sudan,"Cereals, Total",662826.0,556631.0,652741.0,636629.0,700352.0,755610.0
49298,South Sudan,"Cereals, Total",13880.0,14821.0,11704.0,11702.0,11680.0,11567.0
49299,South Sudan,"Cereals, Total",920000.0,825000.0,764000.0,745000.0,818000.0,874000.0
49803,Spain,"Cereals, Total",6212892.0,6203674.0,6011747.0,6027610.0,5975710.0,6069230.0
49804,Spain,"Cereals, Total",32431.0,38778.0,27702.0,42055.0,34455.0,45015.0
49805,Spain,"Cereals, Total",20149310.0,24056790.0,16653669.0,25348920.0,20589030.0,27320900.0
50092,Sri Lanka,"Cereals, Total",1312233.0,1215182.0,844329.0,1111987.0,1021215.0,1144961.0
50093,Sri Lanka,"Cereals, Total",38493.0,38453.0,30546.0,37771.0,47374.0,47468.0
50094,Sri Lanka,"Cereals, Total",5051181.0,4672771.0,2579086.0,4200098.0,4837907.0,5434887.0
50365,Sudan,"Cereals, Total",7174020.0,12424860.0,9185905.0,12127530.0,10183520.0,8570751.0
50366,Sudan,"Cereals, Total",5699.0,6848.0,6038.0,7306.0,5529.0,4459.0
50367,Sudan,"Cereals, Total",4088600.0,8509000.0,5546184.0,8860000.0,5630000.0,3821458.0
50653,Sudan (former),"Cereals, Total",,,,,,
50654,Sudan (former),"Cereals, Total",,,,,,
50655,Sudan (former),"Cereals, Total",,,,,,
50859,Suriname,"Cereals, Total",59283.0,62749.0,59340.0,56282.0,60239.0,61639.0
50860,Suriname,"Cereals, Total",45296.0,44330.0,48790.0,48684.0,45553.0,46376.0
50861,Suriname,"Cereals, Total",268529.0,278166.0,289517.0,274001.0,274408.0,285858.0
51192,Sweden,"Cereals, Total",1017980.0,1001680.0,992871.0,922110.0,977050.0,993340.0
51193,Sweden,"Cereals, Total",60536.0,54382.0,59923.0,35355.0,62921.0,59944.0
51194,Sweden,"Cereals, Total",6162400.0,5447300.0,5949600.0,3260100.0,6147700.0,5954500.0
51530,Switzerland,"Cereals, Total",141474.0,144314.0,143615.0,141355.0,140925.0,144241.0
51531,Switzerland,"Cereals, Total",64319.0,51546.0,68002.0,63323.0,65981.0,69869.0
51532,Switzerland,"Cereals, Total",909943.0,743880.0,976614.0,895098.0,929844.0,1007794.0
51926,Syria,"Cereals, Total",3112096.0,2572801.0,2378984.0,2311953.0,2884320.0,2904797.0
51927,Syria,"Cereals, Total",12774.0,11772.0,12334.0,7500.0,22038.0,18324.0
51928,Syria,"Cereals, Total",3975474.0,3028655.0,2934172.0,1733868.0,6356573.0,5322612.0
52187,Tajikistan,"Cereals, Total",406030.0,408238.0,394714.0,358021.0,367471.0,365900.0
52188,Tajikistan,"Cereals, Total",32610.0,33487.0,34595.0,34044.0,36367.0,35005.0
52189,Tajikistan,"Cereals, Total",1324045.0,1367078.0,1365515.0,1218840.0,1336388.0,1280841.0
52564,Thailand,"Cereals, Total",11116700.0,11990618.0,12034241.0,12013884.0,11122986.0,11774365.0
52565,Thailand,"Cereals, Total",29587.0,30588.0,31723.0,31520.0,30217.0,30157.0
52566,Thailand,"Cereals, Total",32890605.0,36677357.0,38175650.0,37867955.0,33610006.0,35507800.0
52779,Timor-Leste,"Cereals, Total",82407.0,60970.0,53051.0,54214.0,54984.0,50174.0
52780,Timor-Leste,"Cereals, Total",25957.0,25679.0,26598.0,26925.0,28372.0,28700.0
52781,Timor-Leste,"Cereals, Total",213902.0,156565.0,141105.0,145970.0,156000.0,144000.0
53013,Togo,"Cereals, Total",1010956.0,1117554.0,1144144.0,1169323.0,1200694.0,1157970.0
53014,Togo,"Cereals, Total",12362.0,11308.0,11372.0,11452.0,11430.0,11723.0
53015,Togo,"Cereals, Total",1249728.0,1263762.0,1301069.0,1339107.0,1372361.0,1357456.0
53458,Trinidad and Tobago,"Cereals, Total",4899.0,3831.0,3489.0,3206.0,5000.0,5000.0
53459,Trinidad and Tobago,"Cereals, Total",11104.0,14445.0,16237.0,15349.0,11150.0,11468.0
53460,Trinidad and Tobago,"Cereals, Total",5440.0,5534.0,5665.0,4921.0,5575.0,5734.0
53838,Tunisia,"Cereals, Total",1214999.0,859542.0,1254126.0,1178462.0,1244477.0,1179086.0
53839,Tunisia,"Cereals, Total",11027.0,15412.0,13059.0,12255.0,19501.0,13271.0
53840,Tunisia,"Cereals, Total",1339798.0,1324695.0,1637768.0,1444244.0,2426801.0,1564798.0
54327,Turkey,"Cereals, Total",11679276.0,11359619.0,11090361.0,10871307.0,10746739.0,11128065.0
54328,Turkey,"Cereals, Total",33078.0,31054.0,32574.0,31639.0,32008.0,33415.0
54329,Turkey,"Cereals, Total",38632438.0,35276615.0,36126157.0,34395628.0,34398698.0,37184688.0
54537,Turkmenistan,"Cereals, Total",1337873.0,1268624.0,1099892.0,938717.0,1076413.0,1003323.0
54538,Turkmenistan,"Cereals, Total",12086.0,14189.0,10851.0,12668.0,15701.0,15280.0
54539,Turkmenistan,"Cereals, Total",1617000.0,1800000.0,1193502.0,1189149.0,1690057.0,1533057.0
54828,Uganda,"Cereals, Total",1782799.0,1536380.0,1515684.0,1781318.0,1810512.0,1532076.0
54829,Uganda,"Cereals, Total",20868.0,21342.0,22517.0,22878.0,23607.0,22429.0
54830,Uganda,"Cereals, Total",3720394.0,3278888.0,3412916.0,4075377.0,4274000.0,3436305.0
55238,Ukraine,"Cereals, Total",14399520.0,14020400.0,14061510.0,14243027.0,14946723.0,14977576.0
55239,Ukraine,"Cereals, Total",41409.0,46516.0,43158.0,48522.0,49805.0,42959.0
55240,Ukraine,"Cereals, Total",59627180.0,65217850.0,60686540.0,69110544.0,74442198.0,64342357.0
55448,United Arab Emirates,"Cereals, Total",105.0,179.0,557.0,392.0,1094.0,614.0
55449,United Arab Emirates,"Cereals, Total",351905.0,334525.0,307774.0,208418.0,238318.0,260228.0
55450,United Arab Emirates,"Cereals, Total",3695.0,5988.0,17143.0,8170.0,26072.0,15978.0
55714,United Kingdom,"Cereals, Total",3099217.0,3127630.0,3181631.0,3105815.0,3211351.0,3038280.0
55715,United Kingdom,"Cereals, Total",79809.0,70226.0,72290.0,67887.0,79460.0,62410.0
55716,United Kingdom,"Cereals, Total",24734564.0,21964131.0,23000066.0,21084346.0,25517303.0,18961989.0
56056,Tanzania,"Cereals, Total",6217515.0,6111197.0,6114903.0,5583835.0,5523440.0,6904447.0
56057,Tanzania,"Cereals, Total",14494.0,15704.0,16920.0,19389.0,18838.0,18094.0
56058,Tanzania,"Cereals, Total",9011918.0,9597278.0,10346519.0,10826645.0,10404922.0,12492601.0
56504,United States of America,"Cereals, Total",58124740.0,58445763.0,53165235.0,53649052.0,52572211.0,53195570.0
56505,United States of America,"Cereals, Total",74301.0,86142.0,82812.0,81961.0,80056.0,81750.0
56506,United States of America,"Cereals, Total",431870371.0,503466147.0,440272862.0,439711070.0,420873484.0,434875197.0
56793,Uruguay,"Cereals, Total",868938.0,759687.0,705107.0,637840.0,669023.0,705866.0
56794,Uruguay,"Cereals, Total",41429.0,47667.0,50562.0,39404.0,53285.0,49627.0
56795,Uruguay,"Cereals, Total",3599919.0,3621182.0,3565191.0,2513346.0,3564871.0,3503020.0
57174,USSR,"Cereals, Total",,,,,,
57175,USSR,"Cereals, Total",,,,,,
57176,USSR,"Cereals, Total",,,,,,
57555,Uzbekistan,"Cereals, Total",1651800.0,1663564.0,1623208.0,1489910.0,1517228.0,1563230.0
57556,Uzbekistan,"Cereals, Total",48517.0,48569.0,43323.0,41542.0,46108.0,45557.0
57557,Uzbekistan,"Cereals, Total",8014002.0,8079775.0,7032268.0,6189407.0,6995666.0,7121545.0
57685,Vanuatu,"Cereals, Total",1454.0,1474.0,1485.0,1490.0,1495.0,1503.0
57686,Vanuatu,"Cereals, Total",6011.0,6018.0,6121.0,6161.0,6201.0,6241.0
57687,Vanuatu,"Cereals, Total",874.0,887.0,909.0,918.0,927.0,938.0
57991,Venezuela,"Cereals, Total",654509.0,602938.0,613524.0,624279.0,649740.0,580454.0
57992,Venezuela,"Cereals, Total",35057.0,34582.0,31227.0,40383.0,32672.0,34738.0
57993,Venezuela,"Cereals, Total",2294532.0,2085076.0,1915874.0,2521022.0,2122842.0,2016380.0
58255,Vietnam,"Cereals, Total",8994332.0,8887980.0,8809968.0,8605201.0,8438272.0,8163525.0
58256,Vietnam,"Cereals, Total",56012.0,54410.0,54344.0,56854.0,57158.0,57966.0
58257,Vietnam,"Cereals, Total",50379410.0,48359870.0,47877218.0,48923674.0,48231532.0,47320537.0
58556,Yemen,"Cereals, Total",585658.0,519765.0,512659.0,504737.0,528078.0,536626.0
58557,Yemen,"Cereals, Total",7842.0,6870.0,6990.0,6828.0,8649.0,8339.0
58558,Yemen,"Cereals, Total",459246.0,357068.0,358355.0,344648.0,456714.0,447496.0
58908,Yugoslav SFR,"Cereals, Total",,,,,,
58909,Yugoslav SFR,"Cereals, Total",,,,,,
58910,Yugoslav SFR,"Cereals, Total",,,,,,
59140,Zambia,"Cereals, Total",958286.0,1279027.0,1564347.0,1200536.0,927182.0,1486294.0
59141,Zambia,"Cereals, Total",30264.0,24322.0,24899.0,21682.0,23977.0,24796.0
59142,Zambia,"Cereals, Total",2900164.0,3110868.0,3895117.0,2602943.0,2223127.0,3685484.0
59510,Zimbabwe,"Cereals, Total",1435446.0,1555271.0,1453383.0,1430844.0,567142.0,1486227.0
59511,Zimbabwe,"Cereals, Total",5575.0,4351.0,12027.0,12422.0,11737.0,10752.0
59512,Zimbabwe,"Cereals, Total",800286.0,676748.0,1748001.0,1777331.0,665633.0,1598038.0
